accession,ambiguous_bases,checkm_completeness,checkm_contamination,checkm_marker_count,checkm_marker_lineage,checkm_marker_set_count,checkm_strain_heterogeneity,coding_bases,coding_density,contig_count,gc_count,gc_percentage,genome_size,gtdb_genome_representative,gtdb_representative,gtdb_taxonomy,gtdb_type_designation,gtdb_type_designation_sources,gtdb_type_species_of_genus,l50_contigs,l50_scaffolds,longest_contig,longest_scaffold,lsu_23s_contig_len,lsu_23s_count,lsu_23s_length,lsu_23s_query_id,lsu_5s_contig_len,lsu_5s_count,lsu_5s_length,lsu_5s_query_id,lsu_silva_23s_blast_align_len,lsu_silva_23s_blast_bitscore,lsu_silva_23s_blast_evalue,lsu_silva_23s_blast_perc_identity,lsu_silva_23s_blast_subject_id,lsu_silva_23s_taxonomy,mean_contig_length,mean_scaffold_length,mimag_high_quality,mimag_low_quality,mimag_medium_quality,n50_contigs,n50_scaffolds,ncbi_assembly_level,ncbi_assembly_name,ncbi_assembly_type,ncbi_bioproject,ncbi_biosample,ncbi_contig_count,ncbi_contig_n50,ncbi_country,ncbi_date,ncbi_genbank_assembly_accession,ncbi_genome_category,ncbi_genome_representation,ncbi_isolate,ncbi_isolation_source,ncbi_lat_lon,ncbi_molecule_count,ncbi_ncrna_count,ncbi_organism_name,ncbi_protein_count,ncbi_refseq_category,ncbi_rrna_count,ncbi_scaffold_count,ncbi_scaffold_l50,ncbi_scaffold_n50,ncbi_scaffold_n75,ncbi_scaffold_n90,ncbi_seq_rel_date,ncbi_spanned_gaps,ncbi_species_taxid,ncbi_ssu_count,ncbi_strain_identifiers,ncbi_submitter,ncbi_taxid,ncbi_taxonomy,ncbi_taxonomy_unfiltered,ncbi_total_gap_length,ncbi_total_length,ncbi_translation_table,ncbi_trna_count,ncbi_type_material_designation,ncbi_ungapped_length,ncbi_unspanned_gaps,ncbi_wgs_master,protein_count,scaffold_count,ssu_contig_len,ssu_count,ssu_gg_blast_align_len,ssu_gg_blast_bitscore,ssu_gg_blast_evalue,ssu_gg_blast_perc_identity,ssu_gg_blast_subject_id,ssu_gg_taxonomy,ssu_length,ssu_query_id,ssu_silva_blast_align_len,ssu_silva_blast_bitscore,ssu_silva_blast_evalue,ssu_silva_blast_perc_identity,ssu_silva_blast_subject_id,ssu_silva_taxonomy,total_gap_length,trna_aa_count,trna_count,trna_selenocysteine_count,checkm_qscore
GB_GCA_002254595.1,0,61.54,0.0,174,k__Archaea (UID146),136,0.0,664010,92.0345567923668,67,307308,42.5941711401163,721479,GB_GCA_002254595.1,t,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Thermofilales;f__EX4484-15;g__EX4484-15;s__EX4484-15 sp002254595,not type material,none,f,21,21,26003,26003,none,0,none,none,8103,1,109,NJEH01000036.1,none,none,none,none,none,none,10768,10768,f,f,t,11936,11936,Contig,ASM225459v1,na,PRJNA362212,SAMN06647953,67,11936,none,2017-08-16,GCA_002254595.1,derived from metagenome,full,ex4484_15,none,none,0,0,Thermofilum sp. ex4484_15,828,na,1,none,none,none,none,none,2017/08/16,0,2012526,0,ex4484_15,The University of Texas at Austin,2012526,d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermofilaceae;g__Thermofilum;s__,d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Thermoproteales;f__Thermofilaceae;g__Thermofilum;x__unclassified Thermofilum;s__Thermofilum sp. ex4484_15,0,721479,11,28,none,721479,0,NJEH00000000.1,853,67,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,15,28,0,61.54
GB_GCA_903915225.1,0,87.38,3.74,149,k__Archaea (UID2),107,0.0,1566778,92.445533781918,116,771884,45.5439305362483,1694812,GB_GCA_903915225.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__B29-G15;g__CAIWSB01;s__CAIWSB01 sp903915225,not type material,none,f,17,17,127032,127032,6172,1,2899,CAIWSB010000101.1,54717,1,106,CAIWSB010000008.1,2810,1375,0,76.228,KP308706.137313.140204,Archaea;Nanoarchaeota;Woesearchaeia;uncultured archaeon,14610,14610,f,f,t,24895,24895,Contig,freshwater MAG --- AlinenSediments_bin-3794,na,PRJEB38681,SAMEA6956618,116,24895,none,2020-07-17,GCA_903915225.1,derived from metagenome,full,AlinenSediments_bin-3794,none,none,0,none,uncultured Candidatus Woesearchaeota archaeon,none,na,none,none,none,none,none,none,2020/07/17,0,2014372,none,AlinenSediments_bin-3794,BILS,2014372,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;x__environmental samples;s__uncultured Candidatus Woesearchaeota archaeon,0,1694812,none,none,none,1694812,0,CAIWSB000000000.1,1945,116,5462,2,none,none,none,none,none,none,1460,CAIWSB010000074.1,1350,1253,0,83.63,JF262379.1.1339,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;GW2011;AR15;uncultured euryarchaeote,0,18,40,0,68.67999999999999
GB_GCA_002779065.1,16,81.0,0.93,149,k__Archaea (UID2),107,0.0,836748,88.9500730311876,85,322224,34.3047315072197,940694,GB_GCA_002779065.1,t,d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__0-14-0-20-34-12;g__0-14-0-20-34-12;s__0-14-0-20-34-12 sp002779065,not type material,none,f,21,18,42766,42766,none,0,none,none,none,0,none,none,none,none,none,none,none,none,11050,15678,f,f,t,14950,18825,Scaffold,ASM277906v1,na,PRJNA362739,SAMN06659264,85,14950,none,2017-11-16,GCA_002779065.1,derived from metagenome,full,CG08_land_8_20_14_0_20_34_12,none,none,0,0,Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_34_12,1036,na,2,60,18,18825,12306,9687,2017/11/16,25,1974404,1,CG08_land_8_20_14_0_20_34_12,None,1974404,d__Archaea;p__Candidatus Diapherotrites;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Diapherotrites;x__unclassified Diapherotrites;s__Candidatus Diapherotrites archaeon CG08_land_8_20_14_0_20_34_12,1379,940694,11,25,none,939315,0,PEXL00000000.1,1071,60,36624,1,none,none,none,none,none,none,856,PEXL01000035.1,868,625,3.57e-177,80.069,KP308745.1.1066,Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum;uncultured archaeon,1379,16,30,0,76.35
GB_GCA_016840945.1,0,85.98,0.47,149,k__Archaea (UID2),107,0.0,3963894,89.7273677374404,419,1400606,31.7043517352546,4417709,GB_GCA_016840945.1,t,d__Archaea;p__Asgardarchaeota;c__Heimdallarchaeia;o__JABLTI01;f__JABLTI01;g__JABLTI01;s__JABLTI01 sp016840945,not type material,none,f,63,63,84933,84933,none,0,none,none,none,0,none,none,none,none,none,none,none,none,10543,10543,f,f,t,19362,19362,Contig,ASM1684094v1,na,PRJNA680430,SAMN16492176,419,19362,none,2021-02-09,GCA_016840945.1,derived from metagenome,full,MP5_1_791,none,none,0,none,Candidatus Gerdarchaeota archaeon,none,na,none,none,none,none,none,none,2021/02/09,0,2795491,none,MP5_1_791,Shenzhen Univeristy,2795491,d__Archaea;p__Candidatus Gerdarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__Asgard group;p__Candidatus Gerdarchaeota;x__unclassified Candidatus Gerdarchaeota;s__Candidatus Gerdarchaeota archaeon,0,4417709,none,none,none,4417709,0,JAEORJ000000000.1,4244,419,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,14,29,0,83.63000000000001
GB_GCA_011333755.1,0,69.63,0.0,149,k__Archaea (UID2),107,0.0,611749,92.6094018944274,94,188406,28.5217744096378,660569,GB_GCA_011333755.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__CSSed11-243R1;f__CSSed11-243R1;g__DTJS01;s__DTJS01 sp011333755,not type material,none,f,21,21,35604,35604,none,0,none,none,none,0,none,none,none,none,none,none,none,none,7027,7027,f,f,t,9787,9787,Contig,ASM1133375v1,na,PRJNA480137,SAMN09639978,94,9787,none,2020-03-16,GCA_011333755.1,derived from metagenome,full,SpSt-838,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,1,none,none,none,none,none,2020/03/16,0,2026803,0,SpSt-838,The University of Hong Kong,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,0,660569,11,16,none,660569,0,DTJS00000000.1,748,94,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,0,11,16,0,69.63
GB_GCA_018303105.1,0,69.5,0.0,149,k__Archaea (UID2),107,0.0,1198414,92.2829443336439,74,605451,46.6244407309579,1298630,GB_GCA_018303105.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JAGVYU01;g__JAGVYU01;s__JAGVYU01 sp018303105,not type material,none,f,18,18,74608,74608,none,0,none,none,none,0,none,none,none,none,none,none,none,none,17548,18036,f,f,t,23186,23186,Scaffold,ASM1830310v1,na,PRJNA288027,SAMN18341341,74,23186,none,2021-05-07,GCA_018303105.1,derived from metagenome,full,RIFCSPHIGHO2_01_FULL_47_16,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,0,72,18,23186,14283,9517,2021/05/07,2,2026803,0,RIFCSPHIGHO2_01_FULL_47_16,"Banfield Lab, University of California, Berkeley",2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,60,1298630,11,32,none,1298570,0,JAGVYU000000000.1,1554,72,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,60,14,23,0,69.5
GB_GCA_013360305.1,0,78.5,0.07,149,k__Archaea (UID2),107,0.0,762389,92.847226112563,55,320539,39.0367083088749,821122,GB_GCA_013360305.1,t,d__Archaea;p__Micrarchaeota;c__Micrarchaeia;o__Norongarragalinales;f__UBA10210;g__JABWCK01;s__JABWCK01 sp013360305,not type material,none,f,12,12,107903,107903,13140,1,2881,JABWCK010000023.1,107903,1,107,JABWCK010000001.1,2912,1598,0,77.129,MNVI01000038.3285.6154,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;Candidatus Micrarchaeota archaeon CG1_02_55_41,14929,14929,f,f,t,21588,21588,Contig,ASM1336030v1,na,PRJNA601861,SAMN14239063,55,21588,none,2020-06-18,GCA_013360305.1,derived from metagenome,full,MAG_54,none,none,0,0,Candidatus Micrarchaeota archaeon,none,na,2,none,none,none,none,none,2020/06/18,0,2250274,1,MAG_54,NanJing University,2250274,d__Archaea;p__Candidatus Micrarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Micrarchaeota;x__unclassified Candidatus Micrarchaeota;s__Candidatus Micrarchaeota archaeon,0,821122,11,37,none,821122,0,JABWCK000000000.1,998,55,13140,1,none,none,none,none,none,none,1485,JABWCK010000023.1,1493,1530,0,85.332,MNVI01000038.1220.2712,Archaea;Micrarchaeota;Micrarchaeia;Micrarchaeales;CG1-02-32-21;Candidatus Micrarchaeota archaeon CG1_02_55_41,0,16,33,0,78.15
GB_GCA_018302085.1,21,81.31,0.47,149,k__Archaea (UID2),107,0.0,1129278,87.4792200850563,96,502879,38.9604584029961,1290910,GB_GCA_018302085.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__JAGWAF01;g__JAGWAF01;s__JAGWAF01 sp018302085,not type material,none,f,27,27,39241,39241,14382,1,361,JAGWAF010000052.1,11691,1,97,JAGWAF010000072.1,364,374,5.13e-102,85.44,KP308710.482.3392,Archaea;Nanoarchaeota;Woesearchaeia;uncultured archaeon,13445,14185,f,f,t,17064,17064,Scaffold,ASM1830208v1,na,PRJNA288027,SAMN18341378,96,17064,none,2021-05-07,GCA_018302085.1,derived from metagenome,full,RIFCSPHIGHO2_02_FULL_39_9,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,3,91,27,17064,11681,7349,2021/05/07,5,2026803,1,RIFCSPHIGHO2_02_FULL_39_9,"Banfield Lab, University of California, Berkeley",2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,147,1290910,11,35,none,1290763,0,JAGWAF000000000.1,1537,91,7394,1,none,none,none,none,none,none,637,JAGWAF010000031.1,637,577,7.46e-163,83.673,JF262364.1.1335,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured euryarchaeote,147,13,23,0,78.96000000000001
GB_GCA_004028775.1,0,100.0,0.0,149,k__Archaea (UID2),107,0.0,1365406,90.2979408932672,8,823625,54.4685182050007,1512112,GB_GCA_004028775.1,t,d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__Methanomethylicaceae;g__Methanosuratus;s__Methanosuratus subterraneum_A,not type material,none,f,2,2,692614,692614,90171,1,3052,RXGA01000004.1,692614,1,109,RXGA01000003.1,2432,4375,0,99.137,MAGV01000068.799.3242,Archaea;Crenarchaeota;Methanomethylicia;Methanomethyliales;Methanomethyliaceae;Candidatus Methanomethylicus;archaeon V4,189014,189014,t,f,f,371187,371187,Contig,ASM402877v1,na,PRJNA414521,SAMN10531977,8,371187,none,2019-01-18,GCA_004028775.1,derived from metagenome,full,Ch88,none,none,0,0,Candidatus Methanosuratus subterraneum,none,na,2,none,none,none,none,none,2019/01/18,0,2593994,1,Ch88,Research Center of Biotechnology RAS,2593994,d__Archaea;p__Candidatus Verstraetearchaeota;c__Candidatus Methanomethylia;o__Candidatus Methanomethyliales;f__Candidatus Methanomethyliaceae;g__Candidatus Methanosuratus;s__Candidatus Methanosuratus subterraneum,d__Archaea;x__TACK group;p__Candidatus Verstraetearchaeota;c__Candidatus Methanomethylia;o__Candidatus Methanomethyliales;f__Candidatus Methanomethyliaceae;g__Candidatus Methanosuratus;s__Candidatus Methanosuratus subterraneum,0,1512112,11,42,none,1512112,0,RXGA00000000.1,1630,8,90171,1,none,none,none,none,none,none,1496,RXGA01000004.1,1467,2669,0,99.523,HM041917.1.1468,Archaea;Crenarchaeota;Methanomethylicia;Methanomethyliales;Methanomethyliaceae;Candidatus Methanomethylicus;uncultured Thermoprotei archaeon,0,19,42,0,100.0
GB_GCA_013215525.1,36,79.91,0.93,149,k__Archaea (UID2),107,0.0,1502785,86.062914519797,176,451395,25.8540700851235,1746147,GB_GCA_013215525.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA583;g__UBA583;s__UBA583 sp013215525,not type material,none,f,36,34,50375,50375,none,0,none,none,none,0,none,none,none,none,none,none,none,none,9920,10152,f,f,t,14626,15040,Scaffold,ASM1321552v1,na,PRJNA482655,SAMN14675760,176,14626,none,2020-06-02,GCA_013215525.1,derived from metagenome,full,DT_72,none,none,0,0,Nanoarchaeales archaeon,none,na,4,none,none,none,none,none,2020/06/02,4,2730349,0,DT_72,Simons Collaboration on Ocean Processes and Ecology (SCOPE),2730349,d__Archaea;p__Nanoarchaeota;c__;o__Nanoarchaeales;f__;g__;s__,d__Archaea;x__DPANN group;p__Nanoarchaeota;o__Nanoarchaeales;x__unclassified Nanoarchaeales;s__Nanoarchaeales archaeon,177,1746147,11,36,none,1745970,0,JABSQY000000000.1,1953,172,none,0,none,none,none,none,none,none,none,none,none,none,none,none,none,none,177,19,35,0,75.25999999999999
GB_GCA_011367225.1,0,96.26,0.0,149,k__Archaea (UID2),107,0.0,950126,95.3543499903655,52,456204,45.7844916179588,996416,GB_GCA_011367225.1,t,d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__DTKF01;g__DTKF01;s__DTKF01 sp011367225,not type material,none,f,9,9,97061,97061,97061,2,1884,DSZE01000038.1,26657,1,115,DSZE01000046.1,1886,2023,0,86.267,LQMQ01000054.1433.5103,Archaea;Hadarchaeota;Hadarchaeia;Hadarchaeales;Hadesarchaea archaeon YNP_45,19161,19161,f,f,t,28867,28867,Contig,ASM1136722v1,na,PRJNA480137,SAMN09639704,52,28867,none,2020-03-16,GCA_011367225.1,derived from metagenome,full,SpSt-591,none,none,0,0,Hadesarchaea archaeon,none,na,4,none,none,none,none,none,2020/03/16,0,2250276,1,SpSt-591,The University of Hong Kong,2250276,d__Archaea;p__Euryarchaeota;c__Hadesarchaea;o__;f__;g__;s__,d__Archaea;p__Euryarchaeota;c__Hadesarchaea;x__unclassified Hadesarchaea;s__Hadesarchaea archaeon,0,996416,11,46,none,996416,0,DSZE00000000.1,1063,52,6388,1,none,none,none,none,none,none,861,DSZE01000024.1,754,1382,0,99.735,KM221209.1.943,Archaea;Hadarchaeota;Hadarchaeia;Hadarchaeales;uncultured archaeon,0,19,46,0,96.26
GB_GCA_007118075.1,0,90.35,1.98,234,p__Euryarchaeota (UID54),153,40.0,1676241,91.5622946494559,224,1057765,57.7789175899418,1830711,GB_GCA_007118075.1,t,d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__SKSH01;g__SKSH01;s__SKSH01 sp007118075,not type material,none,f,57,57,41746,41746,6061,1,244,SKSH01000078.1,6061,1,116,SKSH01000078.1,233,281,2.08e-74,88.412,AB072815.1930.4827,Archaea;Halobacterota;Halobacteria;Halobacterales;Halomicrobiaceae;Halosimplex;Halosimplex carlsbadense,8172,8172,f,f,t,10038,10038,Contig,ASM711807v1,na,PRJNA453733,SAMN10606196,224,10038,none,2019-07-18,GCA_007118075.1,derived from metagenome,full,CSSed162cmA_517,none,none,0,none,Halobacteriales archaeon,none,na,none,none,none,none,none,none,2019/07/18,0,1904752,none,CSSed162cmA_517,"Institute for Biodiversity and Ecosystem dynamics, Faculty of Science, University of Amsterdam",1904752,d__Archaea;p__Euryarchaeota;c__Halobacteria;o__Halobacteriales;f__;g__;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Halobacteria;o__Halobacteriales;x__unclassified Halobacteriales;s__Halobacteriales archaeon,0,1830711,none,none,none,1830711,0,SKSH00000000.1,2073,224,3075,1,none,none,none,none,none,none,332,SKSH01000155.1,330,560,3.76e-158,97.273,KT165120.1.919,Archaea;Halobacterota;Halobacteria;Halobacterales;uncultured;uncultured archaeon,0,18,38,0,80.44999999999999
GB_GCA_014729995.1,0,88.55,0.0,149,k__Archaea (UID2),107,0.0,1215962,91.4568646313368,45,540671,40.6658057217985,1329547,GB_GCA_014729995.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__WJIZ01;g__WJIZ01;s__WJIZ01 sp014729995,not type material,none,f,9,9,100293,100293,89332,1,2945,WJIZ01000041.1,79085,1,99,WJIZ01000044.1,2299,1149,0,76.338,KP308742.1709.4649,Archaea;Nanoarchaeota;Woesearchaeia;uncultured archaeon,29545,29545,f,f,t,60540,60540,Contig,ASM1472999v1,na,PRJNA561032,SAMN13151192,45,60540,none,2020-09-24,GCA_014729995.1,derived from metagenome,full,Bin_434,none,none,0,0,Candidatus Woesearchaeota archaeon,none,na,3,none,none,none,none,none,2020/09/24,0,2026803,1,Bin_434,University of New South Wales,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,0,1329547,11,36,none,1329547,0,WJIZ00000000.1,1458,45,89332,1,none,none,none,none,none,none,1504,WJIZ01000041.1,1051,1423,0,91.151,AY454668.1.1080,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;uncultured crenarchaeote,0,13,19,0,88.55
GB_GCA_003009755.1,20,95.16,0.0,188,p__Euryarchaeota (UID3),125,0.0,2436324,86.5000779320284,63,1950572,69.2784439580985,2816557,GB_GCA_003009755.1,t,d__Archaea;p__Thermoplasmatota;c__SW-10-69-26;o__SW-10-69-26;f__SW-10-69-26;g__SW-10-69-26;s__SW-10-69-26 sp003009755,not type material,none,f,16,13,149853,172346,119729,1,2764,PXUB01000038.1,119729,1,113,PXUB01000038.1,2747,1075,0,74.299,MTNE01000182.202.3106,Archaea;Thermoplasmatota;Thermoplasmata;Thermoplasmatales archaeon JdFR-43,44691,57480,t,f,f,60427,77945,Scaffold,ASM300975v1,na,PRJNA351262,SAMN06020844,63,60427,none,2018-03-19,GCA_003009755.1,derived from metagenome,full,SW_10_69_26,none,none,0,0,Thermoplasmatales archaeon SW_10_69_26,2585,na,2,49,13,77945,51083,37664,2018/03/19,14,1919232,1,SW_10_69_26,None,1919232,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__;g__;s__,d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;x__unclassified Thermoplasmatales;s__Thermoplasmatales archaeon SW_10_69_26,983,2816557,11,46,none,2815574,0,PXUB00000000.1,2711,49,119729,1,none,none,none,none,none,none,1467,PXUB01000038.1,1444,1786,0,89.266,EU420676.1.1454,Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;uncultured archaeon,983,19,45,0,95.16
RS_GCF_000223395.1,0,99.05,0.79,245,c__Thermoprotei (UID148),158,0.0,1631907,88.5334029199242,1,1012030,54.90414573689,1843267,RS_GCF_000223395.1,t,d__Archaea;p__Thermoproteota;c__Thermoproteia;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrolobus;s__Pyrolobus fumarii,type strain of species,LPSN,t,1,1,1843267,1843267,1843267,1,3104,NC_015931.1,none,0,none,none,3109,4891,0,95.207,CP000493.1660631.1663726,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Hyperthermus;Hyperthermus butylicus DSM 5456,1843267,1843267,f,f,t,1843267,1843267,Complete Genome,ASM22339v1,na,PRJNA224116,SAMN02232047,none,none,none,2011-08-12,GCA_000223395.1,none,full,none,not provided; submitted under MIGS 2.1,none,1,0,Pyrolobus fumarii 1A,1916,representative genome,3,none,none,none,none,none,2011/08/12,0,54252,1,1A,DOE Joint Genome Institute,694429,d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrolobus;s__Pyrolobus fumarii,d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrolobus;s__Pyrolobus fumarii;x__Pyrolobus fumarii 1A,0,1843267,11,47,assembly from type material,1843267,0,none,2037,1,1843267,1,none,none,none,none,none,none,1575,NC_015931.1,1422,2425,0,97.539,CP013011.538908.540404,Archaea;Crenarchaeota;Thermoprotei;Desulfurococcales;Pyrodictiaceae;Pyrodictium;Pyrodictium delaneyi,0,19,47,0,95.1
GB_GCA_004212095.1,0,91.18,0.0,228,p__Euryarchaeota (UID49),153,0.0,1211704,83.0612390389962,119,597403,40.9514480315436,1458808,GB_GCA_004212095.1,t,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__EX4572-44;g__Ethanoperedens;s__Ethanoperedens sp004212095,not type material,none,f,33,33,49808,49808,36455,1,2925,RXIJ01000040.1,36455,1,117,RXIJ01000040.1,2946,2824,0,84.521,CR937012.19040.21972,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanosarcinaceae;Candidatus Methanoperedens;uncultured archaeon,12258,12258,t,f,f,14788,14788,Contig,ASM421209v1,na,PRJNA472146,SAMN10390738,119,14788,none,2019-02-19,GCA_004212095.1,derived from metagenome,full,GoM-Arc1-GOS,none,none,0,0,Methanosarcinales archaeon,none,na,3,none,none,none,none,none,2019/02/19,0,2250255,1,GoM-Arc1-GOS,Institut Pasteur,2250255,d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales;f__;g__;s__,d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;o__Methanosarcinales;x__unclassified Methanosarcinales;s__Methanosarcinales archaeon,0,1458808,11,41,none,1458808,0,RXIJ00000000.1,1594,119,36455,1,none,none,none,none,none,none,1477,RXIJ01000040.1,1447,2615,0,99.309,HQ588671.1.1446,Archaea;Halobacterota;Methanosarcinia;Methanosarciniales;Methanoperedenaceae;uncultured archaeon,0,18,42,0,91.18
GB_GCA_017609525.1,9,73.36,0.0,149,k__Archaea (UID2),107,0.0,724788,92.2922943317229,67,250565,31.9073614936667,785318,GB_GCA_017609525.1,t,d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__SCGC-AAA011-G17;f__JACPNG01;g__JAFCDT01;s__JAFCDT01 sp017609525,not type material,none,f,12,12,69420,69420,26316,1,2880,JAFCDT010000005.1,none,0,none,none,2807,1607,0,77.485,KP308705.5265.8177,Archaea;Nanoarchaeota;Woesearchaeia;uncultured archaeon,11720,11898,f,f,t,20807,20807,Scaffold,ASM1760952v1,na,PRJNA692327,SAMN17704301,67,20807,none,2021-03-29,GCA_017609525.1,derived from metagenome,full,Meg22_1012_Bin_105,none,none,0,none,Candidatus Woesearchaeota archaeon,none,na,none,66,12,20807,9877,5099,2021/03/29,1,2026803,none,Meg22_1012_Bin_105,University of Texas at Austin,2026803,d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__,d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon,20,785318,none,none,none,785298,0,JAFCDT000000000.1,1049,66,26316,1,none,none,none,none,none,none,1467,JAFCDT010000005.1,1446,1507,0,85.754,CEQE01026067.90.1523,Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;marine metagenome,20,17,32,0,73.36
GB_GCA_018396775.1,0,97.2,0.0,149,k__Archaea (UID2),107,0.0,1177946,88.5094047432095,25,431918,32.4540278811987,1330871,GB_GCA_018396775.1,t,d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__40CM-2-53-6;f__DTDX01;g__DTDX01;s__DTDX01 sp018396775,not type material,none,f,6,6,156909,157298,56139,2,3823,JAGTRF010000012.1,80604,1,116,JAGTRF010000008.1,2073,1502,0,80.27,MTLV01000029.27886.29946,Archaea;Crenarchaeota;Bathyarchaeia;Candidatus Bathyarchaeota archaeon JdFR-08,53234,55452,f,f,t,90957,90957,Scaffold,ASM1839677v1,na,PRJNA544494,SAMN18839138,25,90957,none,2021-05-18,GCA_018396775.1,derived from metagenome,full,JZ-2_2_bin_164,none,none,0,0,Candidatus Bathyarchaeota archaeon,none,na,4,24,6,90957,73705,38981,2021/05/18,1,2026714,1,JZ-2_2_bin_164,The University of Texas at Austin,2026714,d__Archaea;p__Candidatus Bathyarchaeota;c__;o__;f__;g__;s__,d__Archaea;x__TACK group;p__Candidatus Bathyarchaeota;x__unclassified Candidatus Bathyarchaeota;s__Candidatus Bathyarchaeota archaeon,10,1330871,11,42,none,1330861,0,JAGTRF000000000.1,1439,24,56139,1,none,none,none,none,none,none,1735,JAGTRF010000012.1,872,1050,0,88.532,EU924226.1.1349,Archaea;Crenarchaeota;Bathyarchaeia;uncultured archaeon,10,13,26,0,97.2
